VERSION,COMBINED
v1.22.2,gpgv2.2.27-2+deb11u1 debCVE-2022-3219Negligible
v1.22.13,gzip1.10-41.10-4+deb11u1debCVE-2022-1271High
v1.22.8,iptables1.8.7-1 debCVE-2012-2663Negligible
v1.22.17,libapt-pkg6.02.2.4 debCVE-2011-3374Negligible
v1.22.17,libc-bin2.31-13+deb11u32.31-13+deb11u7debCVE-2023-4911High
v1.19.16,libc-bin2.31-13+deb11u32.31-13+deb11u4debCVE-2021-3999High
v1.23.1,libc-bin2.31-13+deb11u3(won't fix)debCVE-2023-4806Medium
v1.21.12,libc-bin2.31-13+deb11u3 debCVE-2019-9192Negligible
v1.23.0-alpha.2,libc-bin2.31-13+deb11u3 debCVE-2019-1010025Negligible
v1.20.11,libc-bin2.31-13+deb11u3 debCVE-2019-1010024Negligible
v1.22.0-rc.0,libc-bin2.31-13+deb11u3 debCVE-2019-1010023Negligible
v1.20.13,libc-bin2.31-13+deb11u3 debCVE-2019-1010022Negligible
v1.22.4,libc-bin2.31-13+deb11u3 debCVE-2018-20796Negligible
v1.23.0-alpha.4,libc62.31-13+deb11u32.31-13+deb11u7debCVE-2023-4911High
v1.23.0-alpha.4,libc62.31-13+deb11u32.31-13+deb11u4debCVE-2021-3999High
v1.21.4,libc62.31-13+deb11u3(won't fix)debCVE-2023-4813Medium
v1.21.9,libc62.31-13+deb11u3(won't fix)debCVE-2023-4806Medium
v1.23.0-rc.0,libc62.31-13+deb11u3 debCVE-2019-9192Negligible
v1.22.1,libc62.31-13+deb11u3 debCVE-2019-1010024Negligible
v1.22.3,libc62.31-13+deb11u3 debCVE-2019-1010023Negligible
v1.22.3,libc62.31-13+deb11u3 debCVE-2019-1010022Negligible
v1.21.6,libc62.31-13+deb11u3 debCVE-2018-20796Negligible
v1.19.15,libc62.31-13+deb11u3 debCVE-2010-4756Negligible
v1.21.7,libcom-err21.46.2-2(won't fix)debCVE-2022-1304High
v11912,libdb5.35.3.28+dfsg1-0.8(won't fix)debCVE-2019-8457Critical
v1.23.0,libgcrypt201.8.7-6(won't fix)debCVE-2021-33560High
v1.20.15,libgcrypt201.8.7-6 debCVE-2018-6829Negligible
v1.24.6,libgnutls303.7.1-53.7.1-5+deb11u3debCVE-2023-0361High
v1.24.6,libgnutls303.7.1-53.7.1-5+deb11u2debCVE-2022-2509High
v1.26.1,libgnutls303.7.1-53.7.1-5+deb11u1debCVE-2021-4209Medium
v1.26.1,libgnutls303.7.1-5 debCVE-2011-3389Negligible
v1.26.0-rc.1,libgssapi-krb5-21.18.3-6+deb11u11.18.3-6+deb11u3debCVE-2022-42898High
v1.26.0-rc.1,libgssapi-krb5-21.18.3-6+deb11u11.18.3-6+deb11u4debCVE-2023-36054Medium
v1.23.17,libgssapi-krb5-21.18.3-6+deb11u1 debCVE-2018-5709Negligible
v1.23.10,libip4tc21.8.7-1 debCVE-2012-2663Negligible
v1.23.10,libip6tc21.8.7-1 debCVE-2012-2663Negligible
v1.24.0-alpha.1,libk5crypto31.18.3-6+deb11u11.18.3-6+deb11u3debCVE-2022-42898High
v1.23.7,libk5crypto31.18.3-6+deb11u11.18.3-6+deb11u4debCVE-2023-36054Medium
v1.23.7,libk5crypto31.18.3-6+deb11u1 debCVE-2018-5709Negligible
v1.24.0-rc.0,libkrb5-31.18.3-6+deb11u11.18.3-6+deb11u3debCVE-2022-42898High
v1.23.11,libkrb5-31.18.3-6+deb11u11.18.3-6+deb11u4debCVE-2023-36054Medium
v1.23.11,libkrb5-31.18.3-6+deb11u1 debCVE-2018-5709Negligible
v1.23.4,libkrb5support01.18.3-6+deb11u11.18.3-6+deb11u3debCVE-2022-42898High
v1.23.4,libkrb5support01.18.3-6+deb11u11.18.3-6+deb11u4debCVE-2023-36054Medium
v1.25.13,libkrb5support01.18.3-6+deb11u1 debCVE-2018-5709Negligible
v1.25.13,liblzma55.2.5-25.2.5-2.1~deb11u1debCVE-2022-1271High
v1.24.9,libpcre2-8-010.36-210.36-2+deb11u1debCVE-2022-1587Critical
v1.24.1,libpcre2-8-010.36-210.36-2+deb11u1debCVE-2022-1586Critical
v1.24.1,libpcre2-8-010.36-2 debCVE-2022-41409Negligible
v1.26.0,libpcre32:8.39-13 debCVE-2019-20838Negligible
v1.26.0,libpcre32:8.39-13 debCVE-2017-7246Negligible
v1.23.10,libpcre32:8.39-13 debCVE-2017-7245Negligible
v1.23.9,libpcre32:8.39-13 debCVE-2017-16231Negligible
v1.23.9,libpcre32:8.39-13 debCVE-2017-11164Negligible
v1.24.6,libsepol13.1-1(won't fix)debCVE-2021-36087Low
v1.25.4,libsepol13.1-1(won't fix)debCVE-2021-36086Low
v1.25.4,libsepol13.1-1(won't fix)debCVE-2021-36085Low
v1.23.6,libsepol13.1-1(won't fix)debCVE-2021-36084Low
v1.23.6,libssl1.11.1.1n-0+deb11u11.1.1n-0+deb11u3debCVE-2022-2068Critical
v1.23.2,libssl1.11.1.1n-0+deb11u11.1.1n-0+deb11u2debCVE-2022-1292Critical
v1.23.2,libssl1.11.1.1n-0+deb11u11.1.1n-0+deb11u5debCVE-2023-0464High
v1.26.0-alpha.3,libssl1.11.1.1n-0+deb11u11.1.1n-0+deb11u4debCVE-2023-0286High
v1.26.0-alpha.3,libssl1.11.1.1n-0+deb11u11.1.1n-0+deb11u4debCVE-2023-0215High
v1.24.1,libssl1.11.1.1n-0+deb11u11.1.1n-0+deb11u4debCVE-2022-4450High
v1.25.11,libssl1.11.1.1n-0+deb11u11.1.1v-0~deb11u1debCVE-2023-3817Medium
v1.25.11,libssl1.11.1.1n-0+deb11u11.1.1v-0~deb11u1debCVE-2023-3446Medium
v1.24.14,libssl1.11.1.1n-0+deb11u11.1.1n-0+deb11u5debCVE-2023-2650Medium
v1.24.0-alpha.2,libssl1.11.1.1n-0+deb11u11.1.1n-0+deb11u5debCVE-2023-0466Medium
v1.23.1,libssl1.11.1.1n-0+deb11u11.1.1n-0+deb11u5debCVE-2023-0465Medium
v1.24.0-beta.0,libssl1.11.1.1n-0+deb11u11.1.1n-0+deb11u4debCVE-2022-4304Medium
v1.24.11,libssl1.11.1.1n-0+deb11u11.1.1n-0+deb11u4debCVE-2022-2097Medium
v1.23.15,libssl1.11.1.1n-0+deb11u1 debCVE-2010-0928Negligible
v1.23.15,libssl1.11.1.1n-0+deb11u1 debCVE-2007-6755Negligible
v1.24.7,libssl1.11.1.1n-0+deb11u1(won't fix)debCVE-2023-5678Unknown
v1.24.0-beta.0,libstdc++610.2.1-6(won't fix)debCVE-2023-4039Medium
v1.24.0-beta.0,libsystemd0247.3-7247.3-7+deb11u2debCVE-2022-4415Medium
v1.24.4,libsystemd0247.3-7247.3-7+deb11u2debCVE-2022-3821Medium
v1.24.15,libsystemd0247.3-7 debCVE-2023-31439Negligible
v1.24.8,libsystemd0247.3-7 debCVE-2023-31438Negligible
v1.24.8,libsystemd0247.3-7 debCVE-2023-31437Negligible
v1.23.2,libsystemd0247.3-7 debCVE-2020-13529Negligible
v1.23.14,libsystemd0247.3-7 debCVE-2013-4392Negligible
v1.26.0-beta.0,libtasn1-64.16.0-24.16.0-2+deb11u1debCVE-2021-46848Critical
v1.26.0-beta.0,libtirpc-common1.3.1-11.3.1-1+deb11u1debCVE-2021-46828High
v1.23.12,libtirpc31.3.1-11.3.1-1+deb11u1debCVE-2021-46828High
v1.23.12,libudev1247.3-7247.3-7+deb11u2debCVE-2022-4415Medium
v1.24.7,libudev1247.3-7247.3-7+deb11u2debCVE-2022-3821Medium
v1.24.7,libudev1247.3-7 debCVE-2023-31439Negligible
v1.24.17,libudev1247.3-7 debCVE-2023-31438Negligible
v1.25.8,libudev1247.3-7 debCVE-2023-31437Negligible
v1.25.8,libudev1247.3-7 debCVE-2020-13529Negligible
v1.24.0,libudev1247.3-7 debCVE-2013-4392Negligible
v1.24.0,libxtables121.8.7-1 debCVE-2012-2663Negligible
v1.23.13,libzstd11.4.8+dfsg-2.1(won't fix)debCVE-2022-4899High
v1.23.13,login1:4.8.1-1(won't fix)debCVE-2023-29383Low
v1.24.5,login1:4.8.1-1 debCVE-2019-19882Negligible
v1.24.5,login1:4.8.1-1 debCVE-2013-4235Negligible
v1.23.3,login1:4.8.1-1 debCVE-2007-5686Negligible
v1.25.9,login1:4.8.1-1(won't fix)debCVE-2023-4641Unknown
v1.25.9,passwd1:4.8.1-1(won't fix)debCVE-2023-29383Low
v1.24.2,passwd1:4.8.1-1 debCVE-2019-19882Negligible
v1.24.2,passwd1:4.8.1-1 debCVE-2013-4235Negligible
v1.24.3,passwd1:4.8.1-1 debCVE-2007-5686Negligible
v1.24.8,passwd1:4.8.1-1(won't fix)debCVE-2023-4641Unknown
v1.25.5,perl-base5.32.1-4+deb11u2(won't fix)debCVE-2023-31484High
v1.25.5,perl-base5.32.1-4+deb11u2(won't fix)debCVE-2020-16156High
v1.26.2,perl-base5.32.1-4+deb11u2 debCVE-2023-31486Negligible
v1.26.2,perl-base5.32.1-4+deb11u2 debCVE-2011-4116Negligible
v1.23.7,tar1.34+dfsg-1 debCVE-2022-48303Negligible
v1.24.2,tar1.34+dfsg-1 debCVE-2005-2541Negligible
v1.24.12,zlib1g1:1.2.11.dfsg-2 debCVE-2023-45853Critical
v1.23.16,zlib1g1:1.2.11.dfsg-21:1.2.11.dfsg-2+deb11u2debCVE-2022-37434Critical
v1.25.10,zlib1g1:1.2.11.dfsg-21:1.2.11.dfsg-2+deb11u1debCVE-2018-25032High
v1.25.10,github.com/docker/distributionv2.8.1+incompatible2.8.2-beta.1go-moduleCVE-2023-2253Medium
v1.25.6,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttpv0.35.00.44.0go-moduleCVE-2023-45142High
v1.25.6,golang.org/x/netv0.1.1-0.20221027164007-c63010009c800.17.0go-moduleCVE-2023-44487High
v1.23.5,golang.org/x/netv0.1.1-0.20221027164007-c63010009c800.17.0go-moduleCVE-2023-39325High
v1.23.16,golang.org/x/netv0.1.1-0.20221027164007-c63010009c800.7.0go-moduleCVE-2022-41723High
v1.23.16,golang.org/x/netv0.1.1-0.20221027164007-c63010009c800.1.1-0.20221104162952-702349b0e862go-moduleCVE-2022-41721High
v1.24.16,golang.org/x/netv0.1.1-0.20221027164007-c63010009c800.13.0go-moduleCVE-2023-3978Medium
v1.24.13,google.golang.org/grpcv1.49.01.56.3go-moduleGHSA-m425-mq94-257gHigh
v1.24.0-alpha.3,google.golang.org/grpcv1.49.01.56.3go-moduleCVE-2023-44487High
v1.25.7,k8s.io/kubernetesv1.26.0-alpha1.26.8go-moduleCVE-2023-3955High
v1.25.7,k8s.io/kubernetesv1.26.0-alpha1.26.6go-moduleCVE-2023-2728Medium
v1.24.10,k8s.io/kubernetesv1.26.0-alpha1.26.6go-moduleCVE-2023-2727Medium
v1.26.8,k8s.io/kubernetesv1.26.0-alpha1.26.5go-moduleCVE-2023-2431Medium
v1.26.8,k8s.io/kubernetesv1.26.0-alpha1.26.0-alpha.3go-moduleCVE-2021-25743Low
v1.23.15,libc62.31-13+deb11u52.31-13+deb11u7debCVE-2023-4911High
v1.24.0-alpha.4,libc62.31-13+deb11u5(won't fix)debCVE-2023-4813Medium
v1.24.0-alpha.4,libc62.31-13+deb11u5(won't fix)debCVE-2023-4806Medium
v1.26.4,libc62.31-13+deb11u5 debCVE-2019-9192Negligible
v1.26.4,libc62.31-13+deb11u5 debCVE-2019-1010025Negligible
v1.24.3,libc62.31-13+deb11u5 debCVE-2019-1010024Negligible
v1.23.4,libc62.31-13+deb11u5 debCVE-2019-1010022Negligible
v1.26.3,libc62.31-13+deb11u5 debCVE-2018-20796Negligible
v1.26.3,libc62.31-13+deb11u5 debCVE-2010-4756Negligible
v1.23.11,libssl1.11.1.1n-0+deb11u31.1.1n-0+deb11u4debCVE-2023-0215High
v1.23.5,libssl1.11.1.1n-0+deb11u31.1.1n-0+deb11u4debCVE-2022-4450High
v1.23.5,libssl1.11.1.1n-0+deb11u31.1.1v-0~deb11u1debCVE-2023-3817Medium
v1.26.5,libssl1.11.1.1n-0+deb11u31.1.1v-0~deb11u1debCVE-2023-3446Medium
v1.26.5,libssl1.11.1.1n-0+deb11u31.1.1n-0+deb11u5debCVE-2023-2650Medium
v1.26.0-rc.0,libssl1.11.1.1n-0+deb11u31.1.1n-0+deb11u5debCVE-2023-0466Medium
v1.26.0-rc.0,libssl1.11.1.1n-0+deb11u31.1.1n-0+deb11u5debCVE-2023-0465Medium
v1.26.6,libssl1.11.1.1n-0+deb11u31.1.1n-0+deb11u4debCVE-2022-4304Medium
v1.26.6,libssl1.11.1.1n-0+deb11u31.1.1n-0+deb11u4debCVE-2022-2097Medium
v1.23.14,libssl1.11.1.1n-0+deb11u3 debCVE-2007-6755Negligible
v1.23.14,libssl1.11.1.1n-0+deb11u3(won't fix)debCVE-2023-5678Unknown
v1.27.0-alpha.1,openssl1.1.1n-0+deb11u31.1.1n-0+deb11u5debCVE-2023-0464High
v1.27.0-alpha.1,openssl1.1.1n-0+deb11u31.1.1n-0+deb11u4debCVE-2023-0286High
v1.27.0-alpha.2,openssl1.1.1n-0+deb11u31.1.1n-0+deb11u4debCVE-2023-0215High
v1.27.0-alpha.2,openssl1.1.1n-0+deb11u31.1.1n-0+deb11u4debCVE-2022-4450High
v1.26.9,openssl1.1.1n-0+deb11u31.1.1v-0~deb11u1debCVE-2023-3817Medium
v1.26.9,openssl1.1.1n-0+deb11u31.1.1v-0~deb11u1debCVE-2023-3446Medium
v1.24.9,openssl1.1.1n-0+deb11u31.1.1n-0+deb11u5debCVE-2023-2650Medium
v1.24.9,openssl1.1.1n-0+deb11u31.1.1n-0+deb11u5debCVE-2023-0466Medium
v1.23.9,openssl1.1.1n-0+deb11u31.1.1n-0+deb11u5debCVE-2023-0465Medium
v1.24.0-rc.1,openssl1.1.1n-0+deb11u31.1.1n-0+deb11u4debCVE-2022-4304Medium
v1.24.5,openssl1.1.1n-0+deb11u31.1.1n-0+deb11u4debCVE-2022-2097Medium
v1.25.12,openssl1.1.1n-0+deb11u3 debCVE-2010-0928Negligible
v1.25.12,openssl1.1.1n-0+deb11u3 debCVE-2007-6755Negligible
v1.26.7,openssl1.1.1n-0+deb11u3(won't fix)debCVE-2023-5678Unknown
v1.26.7,github.com/docker/distributionv2.8.1+incompatible2.8.2-beta.1go-moduleCVE-2023-2253Medium
v1.23.3,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttpv0.20.00.44.0go-moduleCVE-2023-45142High
v1.23.3,golang.org/x/netv0.8.00.17.0go-moduleCVE-2023-44487High
v1.23.8,golang.org/x/netv0.8.00.13.0go-moduleCVE-2023-3978Medium
v1.24.0-alpha.1,google.golang.org/grpcv1.47.01.56.3go-moduleGHSA-m425-mq94-257gHigh
v1.24.0-alpha.1,google.golang.org/grpcv1.47.01.56.3go-moduleCVE-2023-44487High
v1.24.0-alpha.2,k8s.io/kubernetesv1.25.141.26.0-alpha.3go-moduleCVE-2021-25743Low
v1.24.0-alpha.2,apt2.2.4 debCVE-2011-3374Negligible
v1.24.0-rc.1,bsdutils1:2.36.1-82.36.1-8+deb11u1debCVE-2021-3996Medium
v1.24.10,bsdutils1:2.36.1-82.36.1-8+deb11u1debCVE-2021-3995Medium
v1.24.10,bsdutils1:2.36.1-8 debCVE-2022-0563Negligible
v1.23.8,coreutils8.32-4+b1(won't fix)debCVE-2016-2781Low
v1.25.14,coreutils8.32-4+b1 debCVE-2017-18018Negligible
v1.25.14,dpkg1.20.91.20.10debCVE-2022-1664Critical
v1.23.6,gcc-10-base10.2.1-6(won't fix)debCVE-2023-4039Medium
v1.24.0-alpha.4,gcc-9-base9.3.0-22(won't fix)debCVE-2023-4039Medium
v1.23.13,gpgv2.2.27-22.2.27-2+deb11u2debCVE-2022-34903Medium
v1.24.0-alpha.3,gpgv2.2.27-2 debCVE-2022-3219Negligible
v1.24.0-alpha.3,gzip1.10-41.10-4+deb11u1debCVE-2022-1271High
v1.24.0-rc.0,iptables1.8.7-1 debCVE-2012-2663Negligible
v1.22.1,libapt-pkg6.02.2.4 debCVE-2011-3374Negligible
v1.22.12,libc-bin2.31-132.31-13+deb11u3debCVE-2022-23219Critical
v1.22.12,libc-bin2.31-132.31-13+deb11u3debCVE-2022-23218Critical
v1.21.13,libc-bin2.31-132.31-13+deb11u3debCVE-2021-33574Critical
v1.22.0-beta.1,libc-bin2.31-132.31-13+deb11u7debCVE-2023-4911High
v1.22.0-beta.1,libc-bin2.31-132.31-13+deb11u3debCVE-2021-43396High
v1.22.0,libc-bin2.31-132.31-13+deb11u4debCVE-2021-3999High
v1.23.0-rc.1,libc-bin2.31-13(won't fix)debCVE-2023-4813Medium
v1.23.0-rc.1,libc-bin2.31-13(won't fix)debCVE-2023-4806Medium
v1.22.0,libc-bin2.31-13 debCVE-2019-9192Negligible
v1.23.0,libc-bin2.31-13 debCVE-2019-1010025Negligible
v1.23.0-alpha.1,libc-bin2.31-13 debCVE-2019-1010024Negligible
v1.21.6,libc-bin2.31-13 debCVE-2019-1010023Negligible
v1.22.9,libc-bin2.31-13 debCVE-2019-1010022Negligible
v1.22.9,libc-bin2.31-13 debCVE-2018-20796Negligible
v1.23.0-rc.0,libc-bin2.31-13 debCVE-2010-4756Negligible
v1.23.0-rc.0,libc62.31-132.31-13+deb11u3debCVE-2022-23219Critical
v1.22.14,libc62.31-132.31-13+deb11u3debCVE-2022-23218Critical
v1.22.11,libc62.31-132.31-13+deb11u3debCVE-2021-33574Critical
v1.21.11,libc62.31-132.31-13+deb11u7debCVE-2023-4911High
v1.21.5,libc62.31-132.31-13+deb11u3debCVE-2021-43396High
v1.21.14,libc62.31-132.31-13+deb11u4debCVE-2021-3999High
v1.22.4,libc62.31-13(won't fix)debCVE-2023-4813Medium
v1.22.4,libc62.31-13(won't fix)debCVE-2023-4806Medium
v1.22.10,libc62.31-13 debCVE-2019-9192Negligible
v1.22.10,libc62.31-13 debCVE-2019-1010025Negligible
v1.19.13,libc62.31-13 debCVE-2019-1010024Negligible
v1.22.0-beta.2,libc62.31-13 debCVE-2019-1010023Negligible
v1220-beta0,libc62.31-13 debCVE-2019-1010022Negligible
v1.21.8,libc62.31-13 debCVE-2018-20796Negligible
v1220-alpha3,libc62.31-13 debCVE-2010-4756Negligible
v1.22.5,libcom-err21.46.2-2(won't fix)debCVE-2022-1304High
v1.21.9,libgcrypt201.8.7-6(won't fix)debCVE-2021-33560High
v1.22.8,libgcrypt201.8.7-6 debCVE-2018-6829Negligible
v1.22.8,libgmp102:6.2.1+dfsg-12:6.2.1+dfsg-1+deb11u1debCVE-2021-43618High
v1.22.2,libgnutls303.7.1-53.7.1-5+deb11u3debCVE-2023-0361High
v1.21.13,libgnutls303.7.1-53.7.1-5+deb11u2debCVE-2022-2509High
v1.20.14,libgnutls303.7.1-53.7.1-5+deb11u1debCVE-2021-4209Medium
v1.23.0-beta.0,libgssapi-krb5-21.18.3-61.18.3-6+deb11u3debCVE-2022-42898High
v1.23.0-beta.0,libgssapi-krb5-21.18.3-61.18.3-6+deb11u4debCVE-2023-36054Medium
v1.22.14,libgssapi-krb5-21.18.3-61.18.3-6+deb11u1debCVE-2021-37750Medium
v1.22.14,libgssapi-krb5-21.18.3-6 debCVE-2018-5709Negligible
v1.23.0-alpha.1,libip4tc21.8.7-1 debCVE-2012-2663Negligible
v1.23.0-beta.0,libip6tc21.8.7-1 debCVE-2012-2663Negligible
v1208,libk5crypto31.18.3-61.18.3-6+deb11u3debCVE-2022-42898High
v1.21.14,libk5crypto31.18.3-61.18.3-6+deb11u4debCVE-2023-36054Medium
v1.22.6,libk5crypto31.18.3-61.18.3-6+deb11u1debCVE-2021-37750Medium
v1.20.9,libk5crypto31.18.3-6 debCVE-2018-5709Negligible
v1.21.10,libkrb5-31.18.3-61.18.3-6+deb11u3debCVE-2022-42898High
v1220-beta0,libkrb5-31.18.3-61.18.3-6+deb11u4debCVE-2023-36054Medium
v1212,libkrb5-31.18.3-61.18.3-6+deb11u1debCVE-2021-37750Medium
v1.21.12,libkrb5support01.18.3-61.18.3-6+deb11u3debCVE-2022-42898High
v1.21.8,libkrb5support01.18.3-61.18.3-6+deb11u4debCVE-2023-36054Medium
v1.22.9,libkrb5support01.18.3-61.18.3-6+deb11u1debCVE-2021-37750Medium
v1.19.14,libkrb5support01.18.3-6 debCVE-2018-5709Negligible
v1.21.10,liblzma55.2.5-25.2.5-2.1~deb11u1debCVE-2022-1271High
v1.22.16,libpcre2-8-010.36-2 debCVE-2022-41409Negligible
v1.22.13,libpcre32:8.39-13 debCVE-2019-20838Negligible
v1.22.13,libpcre32:8.39-13 debCVE-2017-7246Negligible
v1.22.0-rc.0,libpcre32:8.39-13 debCVE-2017-7245Negligible
v1.23.0-alpha.3,libpcre32:8.39-13 debCVE-2017-16231Negligible
v1.20.12,libpcre32:8.39-13 debCVE-2017-11164Negligible
v1.23.0-alpha.2,libsepol13.1-1(won't fix)debCVE-2021-36087Low
v1.22.16,libsepol13.1-1(won't fix)debCVE-2021-36085Low
v1.22.16,libsepol13.1-1(won't fix)debCVE-2021-36084Low
v1.22.15,libssl1.11.1.1k-11.1.1n-0+deb11u3debCVE-2022-2068Critical
v1.22.15,libssl1.11.1.1k-11.1.1n-0+deb11u2debCVE-2022-1292Critical
v1.22.15,libssl1.11.1.1k-11.1.1k-1+deb11u1debCVE-2021-3711Critical
v1.23.0-rc.1,libssl1.11.1.1k-11.1.1n-0+deb11u5debCVE-2023-0464High
v1.22.5,libssl1.11.1.1k-11.1.1n-0+deb11u4debCVE-2023-0286High
v1.21.7,libssl1.11.1.1k-11.1.1n-0+deb11u4debCVE-2023-0215High
v1.22.7,libssl1.11.1.1k-11.1.1n-0+deb11u4debCVE-2022-4450High
v1.22.7,libssl1.11.1.1k-11.1.1k-1+deb11u2debCVE-2022-0778High
v1.22.3,libssl1.11.1.1k-11.1.1k-1+deb11u1debCVE-2021-3712High
v1.20.10,libssl1.11.1.1k-11.1.1v-0~deb11u1debCVE-2023-3817Medium
v1.21.3,libssl1.11.1.1k-11.1.1v-0~deb11u1debCVE-2023-3446Medium
v1.21.11,libssl1.11.1.1k-11.1.1n-0+deb11u5debCVE-2023-2650Medium
v1.22.12,libssl1.11.1.1k-11.1.1n-0+deb11u5debCVE-2023-0466Medium
v1.22.17,libssl1.11.1.1k-11.1.1n-0+deb11u5debCVE-2023-0465Medium
v1.22.10,libssl1.11.1.1k-11.1.1n-0+deb11u4debCVE-2022-4304Medium
v1.22.6,libssl1.11.1.1k-11.1.1k-1+deb11u2debCVE-2021-4160Medium
v1.22.6,libssl1.11.1.1k-1 debCVE-2010-0928Negligible
v1.23.0-alpha.3,libssl1.11.1.1k-1 debCVE-2007-6755Negligible
v1.23.0-alpha.3,libssl1.11.1.1k-1(won't fix)debCVE-2023-5678Unknown
v1.22.2,libstdc++610.2.1-6(won't fix)debCVE-2023-4039Medium
v1.22.2,libsystemd0247.3-6247.3-7+deb11u2debCVE-2022-4415Medium
v1.22.13,libsystemd0247.3-6247.3-7+deb11u2debCVE-2022-3821Medium
v1.22.8,libsystemd0247.3-6247.3-7debCVE-2021-3997Medium
v1.22.17,libsystemd0247.3-6 debCVE-2023-31439Negligible
v1.22.17,libsystemd0247.3-6 debCVE-2023-31438Negligible
v1.19.16,libsystemd0247.3-6 debCVE-2023-31437Negligible
v1.23.1,libsystemd0247.3-6 debCVE-2020-13529Negligible
v1.23.1,libsystemd0247.3-6 debCVE-2013-4392Negligible
v1.21.12,libtasn1-64.16.0-24.16.0-2+deb11u1debCVE-2021-46848Critical
v1.22.0-rc.0,libudev1247.3-6247.3-7+deb11u2debCVE-2022-4415Medium
v1.20.13,libudev1247.3-6247.3-7+deb11u2debCVE-2022-3821Medium
v1.22.4,libudev1247.3-6247.3-7debCVE-2021-3997Medium
v1.22.7,libudev1247.3-6 debCVE-2023-31439Negligible
v1.23.0-alpha.4,libudev1247.3-6 debCVE-2023-31438Negligible
v1.23.0-alpha.4,libudev1247.3-6 debCVE-2023-31437Negligible
v1.21.4,libudev1247.3-6 debCVE-2020-13529Negligible
v1.21.9,libudev1247.3-6 debCVE-2013-4392Negligible
v1.23.0-rc.0,libxtables121.8.7-1 debCVE-2012-2663Negligible
v1.23.0-alpha.4,libzstd11.4.8+dfsg-2.1(won't fix)debCVE-2022-4899High
v1.22.1,login1:4.8.1-1(won't fix)debCVE-2023-29383Low
v1.22.3,login1:4.8.1-1 debCVE-2019-19882Negligible
v1.22.3,login1:4.8.1-1 debCVE-2013-4235Negligible
v1.21.6,login1:4.8.1-1 debCVE-2007-5686Negligible
v1.19.15,login1:4.8.1-1(won't fix)debCVE-2023-4641Unknown
v11912,passwd1:4.8.1-1 debCVE-2019-19882Negligible
v1.23.0,passwd1:4.8.1-1 debCVE-2013-4235Negligible
v1.23.0,passwd1:4.8.1-1 debCVE-2007-5686Negligible
v1.20.15,passwd1:4.8.1-1(won't fix)debCVE-2023-4641Unknown
v1.24.6,perl-base5.32.1-4+deb11u1(won't fix)debCVE-2023-31484High
v1.24.6,perl-base5.32.1-4+deb11u1(won't fix)debCVE-2020-16156High
v1.26.1,perl-base5.32.1-4+deb11u1 debCVE-2023-31486Negligible
v1.26.1,perl-base5.32.1-4+deb11u1 debCVE-2011-4116Negligible
v1.26.0-rc.1,tar1.34+dfsg-1 debCVE-2022-48303Negligible
v1.24.0-alpha.1,apt2.2.4 debCVE-2011-3374Negligible
v1.23.7,bsdutils1:2.36.1-82.36.1-8+deb11u1debCVE-2021-3996Medium
v1.23.7,bsdutils1:2.36.1-82.36.1-8+deb11u1debCVE-2021-3995Medium
v1.24.0-rc.0,bsdutils1:2.36.1-8 debCVE-2022-0563Negligible
v1.23.11,coreutils8.32-4+b1(won't fix)debCVE-2016-2781Low
v1.23.11,coreutils8.32-4+b1 debCVE-2017-18018Negligible
v1.23.4,dpkg1.20.91.20.10debCVE-2022-1664Critical
v1.23.4,gcc-10-base10.2.1-6(won't fix)debCVE-2023-4039Medium
v1.25.13,gcc-9-base9.3.0-22(won't fix)debCVE-2023-4039Medium
v1.25.13,gpgv2.2.27-22.2.27-2+deb11u2debCVE-2022-34903Medium
v1.24.9,gpgv2.2.27-2 debCVE-2022-3219Negligible
v1.24.1,gzip1.10-41.10-4+deb11u1debCVE-2022-1271High
v1.24.1,iptables1.8.7-1 debCVE-2012-2663Negligible
v1.26.0,libapt-pkg6.02.2.4 debCVE-2011-3374Negligible
v1.26.0,libc-bin2.31-132.31-13+deb11u3debCVE-2022-23219Critical
v1.23.10,libc-bin2.31-132.31-13+deb11u3debCVE-2022-23218Critical
v1.23.9,libc-bin2.31-132.31-13+deb11u3debCVE-2021-33574Critical
v1.23.9,libc-bin2.31-132.31-13+deb11u7debCVE-2023-4911High
v1.24.6,libc-bin2.31-132.31-13+deb11u3debCVE-2021-43396High
v1.25.4,libc-bin2.31-132.31-13+deb11u4debCVE-2021-3999High
v1.25.4,libc-bin2.31-13(won't fix)debCVE-2023-4813Medium
v1.23.6,libc-bin2.31-13 debCVE-2019-9192Negligible
v1.23.2,libc-bin2.31-13 debCVE-2019-1010025Negligible
v1.23.2,libc-bin2.31-13 debCVE-2019-1010024Negligible
v1.26.0-alpha.3,libc-bin2.31-13 debCVE-2019-1010023Negligible
v1.26.0-alpha.3,libc-bin2.31-13 debCVE-2019-1010022Negligible
v1.24.1,libc-bin2.31-13 debCVE-2018-20796Negligible
v1.25.11,libc62.31-132.31-13+deb11u3debCVE-2022-23219Critical
v1.24.14,libc62.31-132.31-13+deb11u3debCVE-2022-23218Critical
v1.24.0-alpha.2,libc62.31-132.31-13+deb11u3debCVE-2021-33574Critical
v1.23.1,libc62.31-132.31-13+deb11u7debCVE-2023-4911High
