NAME,INSTALLED,FIXED-IN,TYPE,VULNERABILITY,SEVERITY
libssl1.1,1.1.1n-0+deb11u2, ,deb,CVE-2007-6755,Negligible
libssl1.1,1.1.1n-0+deb11u2,(won't fix),deb,CVE-2023-5678,Unknown
openssl,1.1.1n-0+deb11u2,1.1.1n-0+deb11u3,deb,CVE-2022-2068,Critical
openssl,1.1.1n-0+deb11u2,1.1.1n-0+deb11u5,deb,CVE-2023-0464,High
openssl,1.1.1n-0+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2023-0286,High
openssl,1.1.1n-0+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2023-0215,High
openssl,1.1.1n-0+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2022-4450,High
openssl,1.1.1n-0+deb11u2,1.1.1v-0~deb11u1,deb,CVE-2023-3817,Medium
openssl,1.1.1n-0+deb11u2,1.1.1v-0~deb11u1,deb,CVE-2023-3446,Medium
openssl,1.1.1n-0+deb11u2,1.1.1n-0+deb11u5,deb,CVE-2023-2650,Medium
openssl,1.1.1n-0+deb11u2,1.1.1n-0+deb11u5,deb,CVE-2023-0466,Medium
openssl,1.1.1n-0+deb11u2,1.1.1n-0+deb11u5,deb,CVE-2023-0465,Medium
openssl,1.1.1n-0+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2022-4304,Medium
openssl,1.1.1n-0+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2022-2097,Medium
openssl,1.1.1n-0+deb11u2, ,deb,CVE-2010-0928,Negligible
openssl,1.1.1n-0+deb11u2, ,deb,CVE-2007-6755,Negligible
openssl,1.1.1n-0+deb11u2,(won't fix),deb,CVE-2023-5678,Unknown
k8s.io/kubernetes,v1.26.3,1.26.8,go-module,CVE-2023-3955,High
k8s.io/kubernetes,v1.26.3,1.26.6,go-module,CVE-2023-2728,Medium
k8s.io/kubernetes,v1.26.3,1.26.6,go-module,CVE-2023-2727,Medium
k8s.io/kubernetes,v1.26.3,1.26.5,go-module,CVE-2023-2431,Medium
bsdutils,1:2.36.1-8+deb11u1, ,deb,CVE-2022-0563,Negligible
gpgv,2.2.27-2+deb11u1,2.2.27-2+deb11u2,deb,CVE-2022-34903,Medium
gpgv,2.2.27-2+deb11u1, ,deb,CVE-2022-3219,Negligible
libc-bin,2.31-13+deb11u3,2.31-13+deb11u7,deb,CVE-2023-4911,High
libc-bin,2.31-13+deb11u3,2.31-13+deb11u4,deb,CVE-2021-3999,High
libc-bin,2.31-13+deb11u3,(won't fix),deb,CVE-2023-4813,Medium
libc-bin,2.31-13+deb11u3,(won't fix),deb,CVE-2023-4806,Medium
libc-bin,2.31-13+deb11u3, ,deb,CVE-2019-9192,Negligible
libc-bin,2.31-13+deb11u3, ,deb,CVE-2019-1010025,Negligible
libc-bin,2.31-13+deb11u3, ,deb,CVE-2019-1010024,Negligible
libc-bin,2.31-13+deb11u3, ,deb,CVE-2019-1010023,Negligible
libc-bin,2.31-13+deb11u3, ,deb,CVE-2019-1010022,Negligible
libc-bin,2.31-13+deb11u3, ,deb,CVE-2018-20796,Negligible
libc-bin,2.31-13+deb11u3, ,deb,CVE-2010-4756,Negligible
libgssapi-krb5-2,1.18.3-6+deb11u1,1.18.3-6+deb11u3,deb,CVE-2022-42898,High
libgssapi-krb5-2,1.18.3-6+deb11u1,1.18.3-6+deb11u4,deb,CVE-2023-36054,Medium
libgssapi-krb5-2,1.18.3-6+deb11u1, ,deb,CVE-2018-5709,Negligible
libk5crypto3,1.18.3-6+deb11u1,1.18.3-6+deb11u3,deb,CVE-2022-42898,High
libk5crypto3,1.18.3-6+deb11u1,1.18.3-6+deb11u4,deb,CVE-2023-36054,Medium
libk5crypto3,1.18.3-6+deb11u1, ,deb,CVE-2018-5709,Negligible
libkrb5-3,1.18.3-6+deb11u1,1.18.3-6+deb11u3,deb,CVE-2022-42898,High
libkrb5-3,1.18.3-6+deb11u1,1.18.3-6+deb11u4,deb,CVE-2023-36054,Medium
libkrb5-3,1.18.3-6+deb11u1, ,deb,CVE-2018-5709,Negligible
libkrb5support0,1.18.3-6+deb11u1,1.18.3-6+deb11u3,deb,CVE-2022-42898,High
libkrb5support0,1.18.3-6+deb11u1,1.18.3-6+deb11u4,deb,CVE-2023-36054,Medium
libkrb5support0,1.18.3-6+deb11u1, ,deb,CVE-2018-5709,Negligible
libssl1.1,1.1.1n-0+deb11u1,1.1.1n-0+deb11u3,deb,CVE-2022-2068,Critical
libssl1.1,1.1.1n-0+deb11u1,1.1.1n-0+deb11u2,deb,CVE-2022-1292,Critical
libssl1.1,1.1.1n-0+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-0464,High
libssl1.1,1.1.1n-0+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2023-0286,High
libssl1.1,1.1.1n-0+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2023-0215,High
libssl1.1,1.1.1n-0+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2022-4450,High
libssl1.1,1.1.1n-0+deb11u1,1.1.1v-0~deb11u1,deb,CVE-2023-3817,Medium
libssl1.1,1.1.1n-0+deb11u1,1.1.1v-0~deb11u1,deb,CVE-2023-3446,Medium
libssl1.1,1.1.1n-0+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-2650,Medium
libssl1.1,1.1.1n-0+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-0466,Medium
libssl1.1,1.1.1n-0+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-0465,Medium
libssl1.1,1.1.1n-0+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2022-4304,Medium
libssl1.1,1.1.1n-0+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2022-2097,Medium
libssl1.1,1.1.1n-0+deb11u1, ,deb,CVE-2010-0928,Negligible
libssl1.1,1.1.1n-0+deb11u1, ,deb,CVE-2007-6755,Negligible
libssl1.1,1.1.1n-0+deb11u1,(won't fix),deb,CVE-2023-5678,Unknown
libsystemd0,247.3-7,247.3-7+deb11u2,deb,CVE-2022-4415,Medium
libsystemd0,247.3-7,247.3-7+deb11u2,deb,CVE-2022-3821,Medium
libsystemd0,247.3-7, ,deb,CVE-2023-31439,Negligible
libsystemd0,247.3-7, ,deb,CVE-2023-31438,Negligible
libsystemd0,247.3-7, ,deb,CVE-2023-31437,Negligible
libsystemd0,247.3-7, ,deb,CVE-2020-13529,Negligible
libsystemd0,247.3-7, ,deb,CVE-2013-4392,Negligible
libudev1,247.3-7,247.3-7+deb11u2,deb,CVE-2022-4415,Medium
libudev1,247.3-7,247.3-7+deb11u2,deb,CVE-2022-3821,Medium
libudev1,247.3-7, ,deb,CVE-2023-31439,Negligible
libudev1,247.3-7, ,deb,CVE-2023-31438,Negligible
libudev1,247.3-7, ,deb,CVE-2023-31437,Negligible
libudev1,247.3-7, ,deb,CVE-2020-13529,Negligible
libudev1,247.3-7, ,deb,CVE-2013-4392,Negligible
perl-base,5.32.1-4+deb11u2,(won't fix),deb,CVE-2023-31484,High
perl-base,5.32.1-4+deb11u2,(won't fix),deb,CVE-2020-16156,High
perl-base,5.32.1-4+deb11u2, ,deb,CVE-2023-31486,Negligible
perl-base,5.32.1-4+deb11u2, ,deb,CVE-2011-4116,Negligible
libc6,2.31-13+deb11u2,2.31-13+deb11u3,deb,CVE-2022-23219,Critical
libc6,2.31-13+deb11u2,2.31-13+deb11u3,deb,CVE-2022-23218,Critical
libc6,2.31-13+deb11u2,2.31-13+deb11u3,deb,CVE-2021-33574,Critical
libc6,2.31-13+deb11u2,2.31-13+deb11u7,deb,CVE-2023-4911,High
libc6,2.31-13+deb11u2,2.31-13+deb11u3,deb,CVE-2021-43396,High
libc6,2.31-13+deb11u2,2.31-13+deb11u4,deb,CVE-2021-3999,High
libc6,2.31-13+deb11u2,(won't fix),deb,CVE-2023-4813,Medium
libc6,2.31-13+deb11u2,(won't fix),deb,CVE-2023-4806,Medium
libc6,2.31-13+deb11u2, ,deb,CVE-2019-9192,Negligible
libc6,2.31-13+deb11u2, ,deb,CVE-2019-1010025,Negligible
libc6,2.31-13+deb11u2, ,deb,CVE-2019-1010024,Negligible
libc6,2.31-13+deb11u2, ,deb,CVE-2019-1010023,Negligible
libc6,2.31-13+deb11u2, ,deb,CVE-2019-1010022,Negligible
libc6,2.31-13+deb11u2, ,deb,CVE-2018-20796,Negligible
libc6,2.31-13+deb11u2, ,deb,CVE-2010-4756,Negligible
libssl1.1,1.1.1k-1+deb11u1,1.1.1n-0+deb11u3,deb,CVE-2022-2068,Critical
libssl1.1,1.1.1k-1+deb11u1,1.1.1n-0+deb11u2,deb,CVE-2022-1292,Critical
libssl1.1,1.1.1k-1+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-0464,High
libssl1.1,1.1.1k-1+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2023-0286,High
libssl1.1,1.1.1k-1+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2023-0215,High
libssl1.1,1.1.1k-1+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2022-4450,High
libssl1.1,1.1.1k-1+deb11u1,1.1.1k-1+deb11u2,deb,CVE-2022-0778,High
libssl1.1,1.1.1k-1+deb11u1,1.1.1v-0~deb11u1,deb,CVE-2023-3817,Medium
libssl1.1,1.1.1k-1+deb11u1,1.1.1v-0~deb11u1,deb,CVE-2023-3446,Medium
libssl1.1,1.1.1k-1+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-2650,Medium
libssl1.1,1.1.1k-1+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-0466,Medium
libssl1.1,1.1.1k-1+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-0465,Medium
libssl1.1,1.1.1k-1+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2022-4304,Medium
libssl1.1,1.1.1k-1+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2022-2097,Medium
libssl1.1,1.1.1k-1+deb11u1,1.1.1k-1+deb11u2,deb,CVE-2021-4160,Medium
libssl1.1,1.1.1k-1+deb11u1, ,deb,CVE-2010-0928,Negligible
libssl1.1,1.1.1k-1+deb11u1, ,deb,CVE-2007-6755,Negligible
libssl1.1,1.1.1k-1+deb11u1,(won't fix),deb,CVE-2023-5678,Unknown
openssl,1.1.1k-1+deb11u1,1.1.1n-0+deb11u3,deb,CVE-2022-2068,Critical
openssl,1.1.1k-1+deb11u1,1.1.1n-0+deb11u2,deb,CVE-2022-1292,Critical
openssl,1.1.1k-1+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-0464,High
openssl,1.1.1k-1+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2023-0286,High
openssl,1.1.1k-1+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2023-0215,High
openssl,1.1.1k-1+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2022-4450,High
openssl,1.1.1k-1+deb11u1,1.1.1k-1+deb11u2,deb,CVE-2022-0778,High
openssl,1.1.1k-1+deb11u1,1.1.1v-0~deb11u1,deb,CVE-2023-3817,Medium
openssl,1.1.1k-1+deb11u1,1.1.1v-0~deb11u1,deb,CVE-2023-3446,Medium
openssl,1.1.1k-1+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-2650,Medium
openssl,1.1.1k-1+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-0466,Medium
openssl,1.1.1k-1+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-0465,Medium
openssl,1.1.1k-1+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2022-4304,Medium
openssl,1.1.1k-1+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2022-2097,Medium
openssl,1.1.1k-1+deb11u1,1.1.1k-1+deb11u2,deb,CVE-2021-4160,Medium
openssl,1.1.1k-1+deb11u1, ,deb,CVE-2010-0928,Negligible
openssl,1.1.1k-1+deb11u1, ,deb,CVE-2007-6755,Negligible
openssl,1.1.1k-1+deb11u1,(won't fix),deb,CVE-2023-5678,Unknown
k8s.io/kubernetes,v1.25.13,1.26.0-alpha.3,go-module,CVE-2021-25743,Low
k8s.io/kubernetes,v1.25.8,1.25.13,go-module,CVE-2023-3955,High
k8s.io/kubernetes,v1.25.8,1.25.11,go-module,CVE-2023-2728,Medium
k8s.io/kubernetes,v1.25.8,1.25.11,go-module,CVE-2023-2727,Medium
k8s.io/kubernetes,v1.25.8,1.25.10,go-module,CVE-2023-2431,Medium
k8s.io/kubernetes,v1.25.8,1.26.0-alpha.3,go-module,CVE-2021-25743,Low
k8s.io/kubernetes,v1.26.0,1.26.8,go-module,CVE-2023-3955,High
k8s.io/kubernetes,v1.26.0,1.26.6,go-module,CVE-2023-2728,Medium
k8s.io/kubernetes,v1.26.0,1.26.6,go-module,CVE-2023-2727,Medium
k8s.io/kubernetes,v1.26.0,1.26.5,go-module,CVE-2023-2431,Medium
k8s.io/kubernetes,v1.26.0,1.26.0-alpha.3,go-module,CVE-2021-25743,Low
github.com/opencontainers/runc,v1.1.3,1.1.5,go-module,CVE-2023-28642,High
github.com/opencontainers/runc,v1.1.3,1.1.5,go-module,CVE-2023-27561,High
github.com/opencontainers/runc,v1.1.3,1.1.5,go-module,CVE-2023-25809,Medium
openssl,1.1.1n-0+deb11u1,1.1.1n-0+deb11u3,deb,CVE-2022-2068,Critical
openssl,1.1.1n-0+deb11u1,1.1.1n-0+deb11u2,deb,CVE-2022-1292,Critical
openssl,1.1.1n-0+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-0464,High
openssl,1.1.1n-0+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2023-0286,High
openssl,1.1.1n-0+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2023-0215,High
openssl,1.1.1n-0+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2022-4450,High
openssl,1.1.1n-0+deb11u1,1.1.1v-0~deb11u1,deb,CVE-2023-3817,Medium
openssl,1.1.1n-0+deb11u1,1.1.1v-0~deb11u1,deb,CVE-2023-3446,Medium
openssl,1.1.1n-0+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-2650,Medium
openssl,1.1.1n-0+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-0466,Medium
openssl,1.1.1n-0+deb11u1,1.1.1n-0+deb11u5,deb,CVE-2023-0465,Medium
openssl,1.1.1n-0+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2022-4304,Medium
openssl,1.1.1n-0+deb11u1,1.1.1n-0+deb11u4,deb,CVE-2022-2097,Medium
openssl,1.1.1n-0+deb11u1, ,deb,CVE-2010-0928,Negligible
openssl,1.1.1n-0+deb11u1, ,deb,CVE-2007-6755,Negligible
openssl,1.1.1n-0+deb11u1,(won't fix),deb,CVE-2023-5678,Unknown
k8s.io/kubernetes,v1.26.2,1.26.8,go-module,CVE-2023-3955,High
k8s.io/kubernetes,v1.26.2,1.26.6,go-module,CVE-2023-2728,Medium
k8s.io/kubernetes,v1.26.2,1.26.6,go-module,CVE-2023-2727,Medium
k8s.io/kubernetes,v1.26.2,1.26.5,go-module,CVE-2023-2431,Medium
k8s.io/kubernetes,v1.26.0-alpha,1.26.8,go-module,CVE-2023-3955,High
k8s.io/kubernetes,v1.26.0-alpha,1.26.6,go-module,CVE-2023-2728,Medium
k8s.io/kubernetes,v1.26.0-alpha,1.26.6,go-module,CVE-2023-2727,Medium
k8s.io/kubernetes,v1.26.0-alpha,1.26.5,go-module,CVE-2023-2431,Medium
k8s.io/kubernetes,v1.26.0-alpha,1.26.0-alpha.3,go-module,CVE-2021-25743,Low
k8s.io/kubernetes,v1.25.11,1.25.13,go-module,CVE-2023-3955,High
k8s.io/kubernetes,v1.25.11,1.26.0-alpha.3,go-module,CVE-2021-25743,Low
k8s.io/kubernetes,v1.26.7,1.26.8,go-module,CVE-2023-3955,High
k8s.io/kubernetes,v1.25.7,1.25.13,go-module,CVE-2023-3955,High
k8s.io/kubernetes,v1.25.7,1.25.11,go-module,CVE-2023-2728,Medium
k8s.io/kubernetes,v1.25.7,1.25.11,go-module,CVE-2023-2727,Medium
k8s.io/kubernetes,v1.25.7,1.25.10,go-module,CVE-2023-2431,Medium
k8s.io/kubernetes,v1.25.7,1.26.0-alpha.3,go-module,CVE-2021-25743,Low
k8s.io/kubernetes,v1.26.0-beta,1.26.8,go-module,CVE-2023-3955,High
k8s.io/kubernetes,v1.26.0-beta,1.26.6,go-module,CVE-2023-2728,Medium
k8s.io/kubernetes,v1.26.0-beta,1.26.6,go-module,CVE-2023-2727,Medium
k8s.io/kubernetes,v1.26.0-beta,1.26.5,go-module,CVE-2023-2431,Medium
k8s.io/kubernetes,v1.26.5,1.26.8,go-module,CVE-2023-3955,High
k8s.io/kubernetes,v1.26.5,1.26.6,go-module,CVE-2023-2728,Medium
k8s.io/kubernetes,v1.26.5,1.26.6,go-module,CVE-2023-2727,Medium
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,v0.35.1,0.44.0,go-module,CVE-2023-45142,High
k8s.io/kubernetes,v1.26.4,1.26.8,go-module,CVE-2023-3955,High
k8s.io/kubernetes,v1.26.4,1.26.6,go-module,CVE-2023-2728,Medium
k8s.io/kubernetes,v1.26.4,1.26.6,go-module,CVE-2023-2727,Medium
k8s.io/kubernetes,v1.26.4,1.26.5,go-module,CVE-2023-2431,Medium
k8s.io/kubernetes,v1.26.6,1.26.8,go-module,CVE-2023-3955,High
libssl1.1,1.1.1k-1+deb11u2,1.1.1n-0+deb11u3,deb,CVE-2022-2068,Critical
libssl1.1,1.1.1k-1+deb11u2,1.1.1n-0+deb11u2,deb,CVE-2022-1292,Critical
libssl1.1,1.1.1k-1+deb11u2,1.1.1n-0+deb11u5,deb,CVE-2023-0464,High
libssl1.1,1.1.1k-1+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2023-0286,High
libssl1.1,1.1.1k-1+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2023-0215,High
libssl1.1,1.1.1k-1+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2022-4450,High
libssl1.1,1.1.1k-1+deb11u2,1.1.1v-0~deb11u1,deb,CVE-2023-3817,Medium
libssl1.1,1.1.1k-1+deb11u2,1.1.1v-0~deb11u1,deb,CVE-2023-3446,Medium
libssl1.1,1.1.1k-1+deb11u2,1.1.1n-0+deb11u5,deb,CVE-2023-2650,Medium
libssl1.1,1.1.1k-1+deb11u2,1.1.1n-0+deb11u5,deb,CVE-2023-0466,Medium
libssl1.1,1.1.1k-1+deb11u2,1.1.1n-0+deb11u5,deb,CVE-2023-0465,Medium
libssl1.1,1.1.1k-1+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2022-4304,Medium
libssl1.1,1.1.1k-1+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2022-2097,Medium
libssl1.1,1.1.1k-1+deb11u2, ,deb,CVE-2010-0928,Negligible
libssl1.1,1.1.1k-1+deb11u2, ,deb,CVE-2007-6755,Negligible
libssl1.1,1.1.1k-1+deb11u2,(won't fix),deb,CVE-2023-5678,Unknown
openssl,1.1.1k-1+deb11u2,1.1.1n-0+deb11u3,deb,CVE-2022-2068,Critical
openssl,1.1.1k-1+deb11u2,1.1.1n-0+deb11u2,deb,CVE-2022-1292,Critical
openssl,1.1.1k-1+deb11u2,1.1.1n-0+deb11u5,deb,CVE-2023-0464,High
openssl,1.1.1k-1+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2023-0286,High
openssl,1.1.1k-1+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2023-0215,High
openssl,1.1.1k-1+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2022-4450,High
openssl,1.1.1k-1+deb11u2,1.1.1v-0~deb11u1,deb,CVE-2023-3817,Medium
openssl,1.1.1k-1+deb11u2,1.1.1v-0~deb11u1,deb,CVE-2023-3446,Medium
openssl,1.1.1k-1+deb11u2,1.1.1n-0+deb11u5,deb,CVE-2023-2650,Medium
openssl,1.1.1k-1+deb11u2,1.1.1n-0+deb11u5,deb,CVE-2023-0466,Medium
openssl,1.1.1k-1+deb11u2,1.1.1n-0+deb11u5,deb,CVE-2023-0465,Medium
openssl,1.1.1k-1+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2022-4304,Medium
openssl,1.1.1k-1+deb11u2,1.1.1n-0+deb11u4,deb,CVE-2022-2097,Medium
openssl,1.1.1k-1+deb11u2, ,deb,CVE-2010-0928,Negligible
openssl,1.1.1k-1+deb11u2, ,deb,CVE-2007-6755,Negligible
openssl,1.1.1k-1+deb11u2,(won't fix),deb,CVE-2023-5678,Unknown
golang.org/x/net,v0.13.0,0.17.0,go-module,CVE-2023-44487,High
golang.org/x/net,v0.13.0,0.17.0,go-module,CVE-2023-39325,High
google.golang.org/grpc,v1.54.0,1.56.3,go-module,GHSA-m425-mq94-257g,High
google.golang.org/grpc,v1.54.0,1.56.3,go-module,CVE-2023-44487,High
k8s.io/kubernetes,v1.28.0,1.28.1,go-module,CVE-2023-3955,High
golang.org/x/net,v0.12.0,0.17.0,go-module,CVE-2023-44487,High
golang.org/x/net,v0.12.0,0.17.0,go-module,CVE-2023-39325,High
golang.org/x/net,v0.12.0,0.13.0,go-module,CVE-2023-3978,Medium
coreutils,9.1-1,(won't fix),deb,CVE-2016-2781,Low
coreutils,9.1-1, ,deb,CVE-2017-18018,Negligible
iptables,1.8.9-2, ,deb,CVE-2012-2663,Negligible
libc6,2.36-9+deb12u1,2.36-9+deb12u3,deb,CVE-2023-4911,High
libc6,2.36-9+deb12u1,2.36-9+deb12u3,deb,CVE-2023-4806,Medium
libc6,2.36-9+deb12u1,2.36-9+deb12u3,deb,CVE-2023-4527,Medium
libc6,2.36-9+deb12u1, ,deb,CVE-2019-9192,Negligible
libc6,2.36-9+deb12u1, ,deb,CVE-2019-1010025,Negligible
libc6,2.36-9+deb12u1, ,deb,CVE-2019-1010024,Negligible
libc6,2.36-9+deb12u1, ,deb,CVE-2019-1010023,Negligible
libc6,2.36-9+deb12u1, ,deb,CVE-2019-1010022,Negligible
libc6,2.36-9+deb12u1, ,deb,CVE-2018-20796,Negligible
libc6,2.36-9+deb12u1, ,deb,CVE-2010-4756,Negligible
libip4tc2,1.8.9-2, ,deb,CVE-2012-2663,Negligible
libip6tc2,1.8.9-2, ,deb,CVE-2012-2663,Negligible
libssl3,3.0.9-1,3.0.10-1~deb12u1,deb,CVE-2023-3817,Medium
libssl3,3.0.9-1,3.0.10-1~deb12u1,deb,CVE-2023-3446,Medium
libssl3,3.0.9-1,3.0.10-1~deb12u1,deb,CVE-2023-2975,Medium
libssl3,3.0.9-1, ,deb,CVE-2010-0928,Negligible
libssl3,3.0.9-1, ,deb,CVE-2007-6755,Negligible
libssl3,3.0.9-1,(won't fix),deb,CVE-2023-5678,Unknown
libssl3,3.0.9-1,3.0.11-1~deb12u2,deb,CVE-2023-5363,Unknown
libxtables12,1.8.9-2, ,deb,CVE-2012-2663,Negligible
google.golang.org/grpc,v1.51.0,1.56.3,go-module,GHSA-m425-mq94-257g,High
google.golang.org/grpc,v1.51.0,1.56.3,go-module,CVE-2023-44487,High
k8s.io/kubernetes,v1.27.0-alpha,1.27.5,go-module,CVE-2023-3955,High
k8s.io/kubernetes,v1.27.0-alpha,1.27.3,go-module,CVE-2023-2728,Medium
k8s.io/kubernetes,v1.27.0-alpha,1.27.3,go-module,CVE-2023-2727,Medium
k8s.io/kubernetes,v1.27.0-alpha,1.27.2,go-module,CVE-2023-2431,Medium
k8s.io/kubernetes,v1.27.3,1.27.5,go-module,CVE-2023-3955,High
k8s.io/kubernetes,v1.27.0-rc,1.27.5,go-module,CVE-2023-3955,High
k8s.io/kubernetes,v1.27.0-rc,1.27.3,go-module,CVE-2023-2728,Medium
k8s.io/kubernetes,v1.27.0-rc,1.27.3,go-module,CVE-2023-2727,Medium
k8s.io/kubernetes,v1.27.0-rc,1.27.2,go-module,CVE-2023-2431,Medium
golang.org/x/net,v0.9.0,0.17.0,go-module,CVE-2023-44487,High
golang.org/x/net,v0.9.0,0.17.0,go-module,CVE-2023-39325,High
golang.org/x/net,v0.9.0,0.13.0,go-module,CVE-2023-3978,Medium
golang.org/x/net,v0.4.0,0.17.0,go-module,CVE-2023-44487,High
golang.org/x/net,v0.4.0,0.17.0,go-module,CVE-2023-39325,High
golang.org/x/net,v0.4.0,0.7.0,go-module,CVE-2022-41723,High
golang.org/x/net,v0.4.0,0.13.0,go-module,CVE-2023-3978,Medium
apt,2.6.1, ,deb,CVE-2011-3374,Negligible
bsdutils,1:2.38.1-5+b1, ,deb,CVE-2022-0563,Negligible
gcc-12-base,12.2.0-14,(won't fix),deb,CVE-2023-4039,Medium
gcc-12-base,12.2.0-14, ,deb,CVE-2022-27943,Negligible
gpgv,2.2.40-1.1, ,deb,CVE-2022-3219,Negligible
libapt-pkg6.0,2.6.1, ,deb,CVE-2011-3374,Negligible
libblkid1,2.38.1-5+b1, ,deb,CVE-2022-0563,Negligible
libc-bin,2.36-9,2.36-9+deb12u3,deb,CVE-2023-4911,High
libc-bin,2.36-9,2.36-9+deb12u3,deb,CVE-2023-4806,Medium
libc-bin,2.36-9,2.36-9+deb12u3,deb,CVE-2023-4527,Medium
libc-bin,2.36-9, ,deb,CVE-2019-9192,Negligible
libc-bin,2.36-9, ,deb,CVE-2019-1010025,Negligible
libc-bin,2.36-9, ,deb,CVE-2019-1010024,Negligible
libc-bin,2.36-9, ,deb,CVE-2019-1010023,Negligible
libc-bin,2.36-9, ,deb,CVE-2019-1010022,Negligible
libc-bin,2.36-9, ,deb,CVE-2018-20796,Negligible
libc-bin,2.36-9, ,deb,CVE-2010-4756,Negligible
libc6,2.36-9,2.36-9+deb12u3,deb,CVE-2023-4911,High
libc6,2.36-9,2.36-9+deb12u3,deb,CVE-2023-4806,Medium
libc6,2.36-9,2.36-9+deb12u3,deb,CVE-2023-4527,Medium
libc6,2.36-9, ,deb,CVE-2019-9192,Negligible
libc6,2.36-9, ,deb,CVE-2019-1010025,Negligible
libc6,2.36-9, ,deb,CVE-2019-1010024,Negligible
libc6,2.36-9, ,deb,CVE-2019-1010023,Negligible
libc6,2.36-9, ,deb,CVE-2019-1010022,Negligible
libc6,2.36-9, ,deb,CVE-2018-20796,Negligible
libc6,2.36-9, ,deb,CVE-2010-4756,Negligible
libgcc-s1,12.2.0-14,(won't fix),deb,CVE-2023-4039,Medium
libgcc-s1,12.2.0-14, ,deb,CVE-2022-27943,Negligible
libgcrypt20,1.10.1-3, ,deb,CVE-2018-6829,Negligible
libgnutls30,3.7.9-2, ,deb,CVE-2011-3389,Negligible
libmount1,2.38.1-5+b1, ,deb,CVE-2022-0563,Negligible
libsmartcols1,2.38.1-5+b1, ,deb,CVE-2022-0563,Negligible
libstdc++6,12.2.0-14,(won't fix),deb,CVE-2023-4039,Medium
libstdc++6,12.2.0-14, ,deb,CVE-2022-27943,Negligible
libsystemd0,252.6-1, ,deb,CVE-2023-31439,Negligible
libsystemd0,252.6-1, ,deb,CVE-2023-31438,Negligible
libsystemd0,252.6-1, ,deb,CVE-2023-31437,Negligible
libsystemd0,252.6-1, ,deb,CVE-2013-4392,Negligible
libudev1,252.6-1, ,deb,CVE-2023-31439,Negligible
libudev1,252.6-1, ,deb,CVE-2023-31438,Negligible
libudev1,252.6-1, ,deb,CVE-2023-31437,Negligible
libudev1,252.6-1, ,deb,CVE-2013-4392,Negligible
libuuid1,2.38.1-5+b1, ,deb,CVE-2022-0563,Negligible
login,1:4.13+dfsg1-1+b1,(won't fix),deb,CVE-2023-29383,Low
login,1:4.13+dfsg1-1+b1, ,deb,CVE-2019-19882,Negligible
login,1:4.13+dfsg1-1+b1, ,deb,CVE-2007-5686,Negligible
